aircraft delay1 delay2 delay3 delay4 delay5
2156 1370 1565 700 0 75 
2157 2371 1621 2838 3048 2481 
2158 566 661 111 12 11 
2159 0 0 0 0 0 
2160 375 413 3 3 13 
2161 2221 1611 1771 1311 1946 
2162 378 421 616 2266 2226 
2163 3 3 3 3 3 
2164 501 616 11 12 11 
2165 1423 1623 1218 3048 2478 
2166 381 424 224 24 74 
2167 510 620 20 21 20 
2168 481 591 6 2 6 
2171 1375 1575 0 5 165 
2173 2311 1666 3556 1341 1916 
2174 11 11 1 56 56 
2176 0 0 0 0 0 
2177 1129 662 1347 32 67 
2178 2327 1672 3562 1387 1932 
2179 530 645 25 21 20 
2180 983 606 1191 21 16 
2181 1386 1576 1 1 166 
2182 2 2 7 7 7 
2183 7 7 3 3 2 
2185 2090 1650 2515 2325 3840 
2186 2427 1640 2540 3043 2475 
2187 416 419 1179 4 39 
2188 993 616 1241 26 36 
2189 13 13 48 18 3 
2190 18 18 3 3 8 
2191 0 0 0 0 0 
2192 1450 1645 730 30 145 
2193 1078 668 238 229 68 
2194 6 6 1 1 1 
2195 28 33 3 3 3 
2196 1081 671 276 232 71 
2197 2331 1691 3561 1381 1931 
2198 1397 1602 1667 2 137 
2199 16 16 1 1 10 
2200 370 418 3 3 13 
2201 484 614 4 15 9 
2202 16 16 6 6 10 
2203 22 27 2 2 2 
2204 4 4 4 4 4 
2205 1060 665 235 21 45 
2206 0 0 0 0 0 
2207 526 651 1756 1332 1911 
2208 2351 1606 2828 3053 2481 
2209 407 445 95 25 40 
2210 1407 1607 712 2 67 
2211 6 6 1 1 1 
2212 10 10 10 5 5 
2213 10 10 0 0 0 
2214 1453 1663 748 13 133 
2215 14 14 4 29 29 
2217 385 423 93 3 8 
2219 398 441 76 6 6 
2220 483 623 3 64 43 
2221 488 628 48 4 3 
2222 2280 1660 1745 1280 1915 
2223 19 14 29 29 29 
2224 1169 692 1417 17 47 
2227 22 27 2 2 2 
2228 447 470 105 20 45 
2229 1475 1680 1320 3025 2455 
2230 2349 1704 3554 1359 1914 
2231 1484 1684 1354 3029 2459 
2232 497 637 7 8 7 
2233 22 27 27 27 27 
2234 1417 1627 2 2 62 
2235 12 12 2 2 2 
2236 384 417 6 6 21 
2238 1424 1634 4 4 129 
2239 1512 1697 2837 3042 2467 
2240 1150 705 335 306 65 
2241 505 650 10 11 10 
2242 1436 1636 1241 3046 2476 
2243 11 11 16 1 1 
2244 2209 1719 2704 2284 3789 
2245 460 468 133 33 48 
2246 2305 1685 1745 1320 1910 
2247 1531 1716 726 16 101 
2248 2470 1698 2583 3021 2458 
2249 1501 1706 1386 3036 2461 
2250 0 0 0 0 0 
2251 0 0 0 0 0 
2252 2483 1703 2795 3025 2453 
2253 2371 1711 3546 1346 1901 
2254 22 37 32 32 32 
2255 1440 1640 705 15 130 
2256 12 17 2 2 2 
2257 1536 1706 2881 3041 2466 
2258 382 415 275 280 60 
2259 2143 1713 2568 2278 3798 
2260 1448 1648 3 3 133 
2261 4 4 4 4 4 
2262 391 434 629 2234 2194 
2263 435 508 1283 28 58 
2264 414 477 112 12 42 
2265 2445 1653 2543 3036 2468 
2266 394 437 1212 12 2 
2268 0 0 0 0 0 
2269 515 650 0 6 0 
2270 1168 708 323 284 58 
2271 437 500 655 2205 2175 
2272 1449 1654 1684 4 134 
2274 21 26 1 1 1 
2275 2345 1700 1760 1335 1910 
2276 407 439 1 42 11 
2277 2477 1717 2829 3019 2447 
2278 1091 664 1294 24 74 
2280 2195 1715 2665 2275 3785 
2282 1455 1670 0 0 135 
2283 4 4 4 4 4 
2284 0 0 0 0 0 
2286 2425 1740 3545 1620 1910 
2287 2465 1678 2538 3021 2453 
2288 576 696 31 7 6 
2289 19 24 24 24 14 
2290 0 0 3 0 0 
2291 0 0 0 0 0 
2292 1193 728 448 344 58 
2293 419 472 2 32 37 
2294 444 512 2 2 62 
2295 1481 1686 1 1 126 
2296 589 724 4 0 34 
2297 0 0 0 0 0 
2298 2466 1696 2793 3033 2456 
2299 1496 1701 1 1 131 
2300 438 501 116 21 51 
2301 2480 1725 2827 3002 2430 
2302 550 660 70 6 0 
2303 555 665 5 11 5 
2304 1 1 6 6 6 
2305 6 6 1 1 1 
2306 415 478 3 23 48 
2307 419 482 1262 32 52 
2308 0 0 0 0 0 
2309 1179 719 329 285 59 
2310 1554 1754 9 9 89 
2311 0 0 0 0 0 
2312 2383 1723 2728 1558 1893 
2313 1535 1740 2875 3015 2435 
2314 450 538 1313 8 68 
2315 2277 1772 2792 2237 3767 
2316 3 3 3 3 3 
2317 559 674 1739 1610 1884 
2318 2391 1726 3531 1616 1901 
2319 2409 1734 3539 1619 1909 
2320 1289 767 1432 17 97 
2321 1487 1707 2807 3022 2447 
2322 440 503 303 298 53 
2323 0 0 0 0 0 
2325 2477 1762 3522 1662 1897 
2326 1238 768 498 344 78 
2327 2440 1745 2730 1680 1910 
2328 1489 1709 1374 3019 2444 
2329 1142 700 1340 20 70 
2330 2248 1753 2768 2243 3763 
2331 0 0 0 0 0 
2332 1549 1789 804 24 74 
2334 0 0 0 0 0 
2335 1187 747 452 333 52 
2336 586 701 1 7 6 
2338 588 718 1733 1734 1873 
2340 456 519 7 7 69 
2341 595 720 15 11 5 
2342 1547 1752 742 7 82 
2343 1211 766 501 352 51 
2344 6 6 1 1 6 
2345 585 705 0 6 5 
2346 453 541 121 11 51 
2347 2 2 2 2 2 
2348 1553 1753 1393 3003 2423 
2349 1503 1723 1723 3 98 
2350 5 5 0 0 0 
2351 4 4 4 4 4 
2353 1540 1775 1745 20 65 
2354 0 0 0 0 0 
2355 1539 1779 1764 19 69 
2356 2453 1758 3518 1658 1888 
2358 425 513 1343 13 58 
2359 3 3 3 3 8 
2360 2470 1760 2715 1660 1890 
2361 458 546 151 11 61 
2362 2482 1732 2864 3014 2437 
2363 2582 1807 1732 1737 1902 
2364 1567 1797 7 17 77 
2365 1527 1737 727 12 97 
2366 0 0 0 0 0 
2369 2391 1769 2494 2987 2409 
2370 2482 1762 1732 1667 1897 
2371 2492 1767 3537 1722 1902 
2372 0 0 0 0 0 
2373 1528 1748 1373 3008 2428 
2374 2505 1780 1735 1735 1905 
2375 2424 1752 2527 3015 2437 
2376 1566 1801 2846 2986 2401 
2377 1541 1781 1401 2981 2401 
2378 443 531 351 326 66 
2379 2597 1827 1732 1792 3447 
2380 0 0 0 0 0 
2381 1570 1800 2860 2985 2400 
2382 1586 1811 2911 2991 2406 
2383 419 507 1387 12 42 
2384 1541 1751 2881 3011 2431 
2385 3 3 3 3 3 
2386 1194 732 1397 7 57 
2387 1549 1754 729 4 84 
2388 2518 1793 3528 1733 1903 
2389 1591 1826 6 6 76 
2390 1346 759 1499 4 34 
2391 639 764 34 5 9 
2392 602 737 12 8 2 
2394 605 740 25 11 5 
2396 1606 1831 811 11 76 
2397 13 13 8 8 8 
2398 607 742 1727 1733 1867 
2399 612 747 27 13 12 
2400 1374 767 1512 7 42 
2401 426 514 134 14 39 
2402 618 753 8 4 3 
2403 418 506 616 2086 2081 
2404 613 753 3 14 33 
2405 2570 1810 2690 1730 3455 
2406 623 763 33 9 8 
2407 2397 1817 2889 2984 2402 
2408 2377 1825 2470 2963 2410 
2409 3 3 3 3 3 
2411 0 0 0 0 0 
2415 2594 1819 1739 1794 3454 
2416 1212 752 512 308 47 
2417 408 496 111 6 21 
2419 9 9 4 4 4 
2421 1199 774 519 275 19 
2422 0 0 0 0 0 
2423 412 500 1395 15 20 
2424 621 746 31 12 1 
2425 422 510 135 20 30 
2426 1602 1827 1812 27 72 
2427 414 507 2 7 57 
2428 2245 1840 2775 2165 3700 
2429 632 752 1712 1773 1832 
2430 2381 1826 2908 2978 2401 
2431 19 19 4 4 4 
2432 1 1 1 1 1 
2433 1596 1826 806 6 61 
2434 1546 1786 781 6 71 
2435 403 491 331 256 16 
2436 2654 1844 3484 1784 3419 
2437 5 5 5 5 5 
2439 0 0 0 0 0 
2440 2385 1803 2488 2981 2403 
2441 1395 778 1553 13 23 
2444 1 1 1 1 1 
2445 0 0 0 0 0 
2446 5 5 5 5 5 
2447 1610 1840 2915 2960 2385 
2448 16 16 11 11 11 
2449 21 21 21 21 26 
2450 29 29 4 4 4 
2451 1574 1804 2879 2989 2404 
2452 4 4 8 4 4 
2453 2657 1847 3477 1777 3412 
2454 2363 1838 2895 2950 2373 
2455 11 11 11 7 7 
2456 419 522 7 12 37 
2457 2606 1836 3486 1781 3426 
2460 18 18 23 23 28 
2461 18 18 3 3 3 
2462 421 514 599 2039 2039 
2463 4 4 4 4 4 
2466 7 7 7 7 7 
2467 1639 1844 2934 2949 2374 
2468 432 520 110 20 25 
2469 2676 1861 3481 1766 3401 
2470 20 20 5 10 5 
2471 2601 1831 2651 1776 3416 
2472 436 524 344 419 44 
2474 450 538 123 23 48 
2475 2371 1824 2469 2982 2404 
2476 410 498 3 8 33 
2477 0 0 0 0 0 
2478 644 769 4 5 29 
2480 4 4 4 4 4 
2481 1612 1842 1412 2972 2377 
2482 1652 1932 827 2 47 
2483 438 541 1441 6 31 
2484 0 0 0 0 0 
2485 625 755 0 1 0 
2486 2720 1925 1705 1780 3425 
2487 5 5 0 0 0 
2488 1598 1828 1758 18 63 
2489 14 14 4 4 4 
2490 411 499 4 14 24 
2491 435 533 1448 3 38 
2492 0 0 0 0 1 
2493 6 6 1 1 1 
2494 434 537 647 2022 2032 
2495 439 542 1467 7 52 
2496 1635 1860 1415 2960 2370 
2497 1645 1865 2955 2970 2380 
2498 414 502 1437 7 7 
2499 419 507 7 17 37 
2500 2734 1944 1709 1784 3434 
2501 648 773 28 9 3 
2502 5 5 0 0 5 
2503 1647 1907 7 7 67 
2504 1593 1823 1783 18 68 
2505 1651 1916 2961 2956 2371 
2506 21 21 21 21 21 
2507 1683 1938 868 13 58 
2508 1638 1888 2923 2933 2358 
2509 450 553 98 8 38 
2510 1642 1897 2952 2957 2367 
2511 656 781 16 12 11 
2513 631 766 1 2 11 
2514 1676 1926 2986 2961 2376 
2515 1691 1941 886 16 61 
2516 1668 1868 1428 2953 2378 
2517 1683 1873 878 28 88 
2518 1698 1878 3033 2988 2403 
2519 1700 1950 920 25 70 
2520 420 528 313 273 13 
2521 2695 1865 1700 1775 3410 
2523 8 8 13 3 3 
2524 639 769 19 0 4 
2525 1263 768 488 384 18 
2526 1268 773 518 389 23 
2527 23 23 28 28 28 
2528 422 535 610 2025 2030 
2529 2703 1893 1703 1773 3413 
2530 1702 1912 982 57 102 
2531 431 539 634 2029 2034 
2532 1592 1842 2 2 72 
2533 2320 1923 2388 2991 2406 
2534 7 7 2 2 2 
2536 4 4 4 4 4 
2537 433 542 2 8 26 
2538 0 0 0 0 0 
2540 2708 1903 2618 1778 3418 
2541 449 552 1537 2 42 
2542 1703 1953 943 8 63 
2543 444 547 637 1992 2002 
2544 2731 1931 3481 1781 3431 
2545 5 5 5 5 5 
2546 2 2 2 2 2 
2547 1610 1840 0 0 60 
2548 22 22 37 37 37 
2549 2434 1969 2809 2054 3614 
2550 642 762 22 3 2 
2552 1609 1849 4 4 64 
2553 2316 1854 2404 2927 2349 
2554 0 0 0 0 0 
2555 1303 793 533 479 78 
2556 1620 1855 2905 2935 2350 
2557 1445 783 1638 33 38 
2558 452 550 5 5 55 
2559 647 782 32 3 2 
2560 1713 1943 3033 2988 2398 
2561 3 3 3 3 3 
2562 456 554 94 4 24 
2563 25 25 5 0 5 
2564 0 0 0 0 0 
2565 4 4 4 4 4 
2566 1474 802 1647 37 37 
2568 0 0 0 0 0 
2570 461 559 1564 9 24 
2571 2 2 2 2 2 
2572 0 0 0 0 2 
2573 1626 1881 791 1 51 
2574 673 803 3 29 13 
2575 1634 1884 814 4 54 
2576 0 0 0 0 0 
2577 473 566 106 16 26 
2578 691 821 11 37 36 
2579 455 553 663 1968 2003 
2580 0 0 0 0 0 
2581 9 9 4 4 4 
2583 5 5 0 0 2 
2584 1697 1957 2992 2952 2362 
2585 2758 1993 1653 1738 3388 
2586 642 767 2 3 7 
2587 18 18 18 18 18 
2588 1643 1898 3 3 53 
2589 470 558 678 1968 2003 
2590 1286 781 516 442 41 
2591 448 551 101 1 41 
2592 1733 1953 1483 2953 2388 
2593 0 0 0 0 0 
2596 470 563 698 1968 2008 
2597 4 4 4 4 4 
2598 474 567 357 452 92 
2599 474 572 1567 2 12 
2600 7 7 7 7 7 
2601 0 0 4 0 0 
2602 1657 1937 2 17 62 
2605 2312 1942 2964 2949 2367 
2607 0 0 0 0 0 
2608 26 21 6 11 6 
2609 1731 1976 1011 21 61 
2610 644 769 29 5 4 
2611 1748 1973 3013 2968 2383 
2612 2760 1960 3435 1745 3395 
2613 1 1 1 1 1 
2615 2 2 7 7 7 
2616 11 11 26 4 10 
2617 1672 1942 2987 2952 2367 
2618 5 5 0 0 0 
2619 483 576 1611 6 31 
2620 43 28 3 8 13 
2621 14 14 4 4 4 
2622 444 547 2 2 52 
2623 8 3 6 6 6 
2624 1402 770 1610 10 30 
2626 1353 828 618 819 98 
2627 12 8 18 3 3 
2628 13 13 3 13 13 
2629 2832 1982 1632 1712 3357 
2630 0 0 0 0 0 
2631 1680 1945 1405 2945 2360 
2632 0 0 0 20 20 
2633 32 32 12 17 7 
2634 2754 1989 3424 1729 3384 
2635 669 804 1634 1680 1739 
2637 713 833 13 4 3 
2638 717 842 47 8 7 
2639 1688 1948 1428 2943 2358 
2640 494 587 112 7 32 
2643 681 811 1636 1677 1736 
2644 1 1 1 1 1 
2645 714 854 9 30 24 
2646 1 1 1 1 1 
2647 643 773 1643 1689 1748 
2648 648 778 8 4 3 
2649 0 0 0 0 0 
2650 1694 1944 1464 2944 2359 
2651 1332 822 592 773 87 
2652 1698 1948 2983 2948 2363 
2653 0 0 0 0 0 
2655 478 576 1586 11 36 
2656 651 776 1641 1687 1746 
2658 721 856 51 7 6 
2659 486 579 1604 14 39 
2660 1359 859 659 800 84 
2661 0 0 0 0 0 
2662 654 779 4 0 19 
2663 0 0 0 0 0 
2664 1704 1964 3009 2959 2369 
2665 11 7 2 2 2 
2666 2276 1971 3018 2963 2373 
2667 1713 1973 3 18 48 
2669 1739 1979 2984 2934 2349 
2670 691 821 111 2 6 
2671 1564 862 1682 77 52 
2672 742 867 12 83 37 
2673 1438 781 1626 6 16 
2674 0 0 0 0 0 
2675 1358 883 693 879 233 
2676 663 788 8 4 3 
2677 488 581 101 11 36 
2678 1757 2012 1842 2 12 
2679 10 10 8 8 8 
2680 1738 1993 2973 2923 2338 
2681 0 0 0 0 0 
2682 508 586 6 6 41 
2683 13 13 11 11 11 
2684 2849 1984 3404 1714 3364 
2685 2209 2009 2981 2926 2341 
2686 0 0 0 0 0 
2687 2256 1979 2314 2952 2367 
2689 1360 850 640 811 95 
2690 2260 1983 2318 2956 2371 
2691 1734 1979 3019 2944 2364 
2692 5 5 0 0 0 
2693 1734 1984 1814 24 34 
2694 1756 1981 1526 2936 2371 
2695 11 11 1 1 1 
2696 1480 808 1653 43 53 
2697 2259 1997 2317 2955 2370 
2699 0 0 0 0 0 
2700 695 815 110 1 0 
2701 2231 2004 2279 2982 2382 
2702 1782 2037 997 7 7 
2703 2890 1990 1640 1705 3365 
2704 1784 2009 1009 49 49 
2705 2888 2033 3368 1673 3333 
2706 742 882 7 63 22 
2707 1771 2031 1846 6 6 
2708 1737 1992 1007 7 42 
2710 694 824 1639 1680 1739 
2711 24 24 9 14 4 
2712 1738 1993 1818 18 43 
2713 496 584 444 879 234 
2714 1767 2027 2977 2922 2327 
2716 691 821 96 2 6 
2717 2215 2015 3027 2947 2372 
2718 499 582 112 2 12 
2719 6 1 1 1 1 
2720 1806 2021 3031 2946 2371 
2721 505 588 478 893 243 
2722 2886 2016 1631 1691 3351 
2723 1 1 1 1 1 
2724 1820 2025 3040 2970 2375 
2725 498 566 1656 11 31 
2726 497 570 615 1865 1905 
2727 507 590 1610 0 15 
2728 512 595 0 5 30 
2729 3 3 3 3 3 
2730 1603 871 1681 56 51 
2731 1778 2028 2993 2918 2333 
2732 34 34 4 4 4 
2733 0 0 0 0 0 
2734 2936 2031 3346 1656 3311 
2735 501 569 449 864 194 
2738 1819 2039 1024 34 34 
2739 1793 2033 1828 3 3 
2741 3 3 3 3 3 
2742 1803 2028 998 8 8 
2743 2219 1987 2272 2920 2335 
2744 0 0 0 0 0 
2745 1528 846 1646 16 16 
2746 1817 2042 3022 2947 2352 
2747 2641 2026 2721 1911 3491 
2748 705 850 5 16 25 
2749 1747 1997 982 2 7 
2750 0 0 0 0 0 
2751 0 0 0 0 0 
2753 2 2 2 2 2 
2756 0 0 0 0 0 
2757 17 17 2 2 2 
2758 743 893 3 24 28 
2759 1787 2027 2 2 2 
2760 711 851 1596 1637 1696 
2761 3 3 3 3 3 
2762 2200 2010 2977 2927 2332 
2763 1373 903 668 844 173 
2764 2 2 2 2 2 
2765 1804 2029 1884 9 9 
2766 2692 2032 2732 1902 3487 
2767 1557 855 1655 60 15 
2768 495 563 78 3 23 
2769 1761 2016 1 1 1 
2770 1388 903 678 854 188 
2771 537 610 115 10 10 
2772 725 870 1590 1631 1690 
2773 734 879 4 75 29 
2774 528 596 1646 6 6 
2775 5 5 0 0 0 
2776 1798 2028 3003 2923 2328 
2777 0 0 0 0 0 
2778 541 614 129 9 9 
2779 0 0 0 0 0 
2781 498 576 86 11 16 
2782 741 896 166 12 6 
2783 507 580 115 15 25 
2784 743 898 1558 1599 1658 
2785 1771 2026 2986 2916 2326 
2786 737 882 137 3 2 
2787 0 0 0 0 0 
2788 0 0 0 0 0 
2789 2201 2039 2234 2937 2337 
2791 4 4 9 4 4 
2792 1808 2023 2988 2913 2313 
2793 738 883 148 9 3 
2794 20 13 25 15 10 
2795 532 600 650 1815 1860 
2796 3013 2033 1558 1623 3268 
2797 516 584 129 14 24 
2798 1808 2038 1013 3 3 
2799 8 8 8 8 8 
2800 747 902 2 18 32 
2801 541 624 189 9 14 
2802 2131 2031 2998 2908 2308 
2803 4 4 4 4 4 
2804 773 903 48 9 8 
2805 0 0 0 0 0 
2806 543 626 216 16 16 
2807 0 0 0 0 0 
2808 780 915 10 21 35 
2810 1769 922 1667 32 42 
2811 521 594 1634 4 14 
2812 526 602 9 9 54 
2813 1409 929 679 820 159 
2814 544 627 1672 7 17 
2815 0 5 0 0 0 
2816 734 874 1564 1605 1664 
2817 3 3 3 3 3 
2818 3 8 8 8 8 
2819 541 619 479 814 169 
2820 7 12 2 2 2 
2821 1 1 1 1 1 
2823 6 9 6 6 6 
2824 5 5 2 2 2 
2825 2 2 2 2 2 
2826 2722 2037 2747 1897 3482 
2827 6 11 6 6 6 
2828 1806 2031 991 6 6 
2829 5 5 0 0 0 
2830 743 893 148 4 3 
2831 10 15 10 10 10 
2832 734 879 1559 1600 1659 
2833 738 893 33 4 13 
2836 7 12 7 7 7 
2837 20 18 0 0 0 
2838 0 0 0 0 0 
2839 5 8 0 0 0 
2840 1816 2036 2991 2886 2286 
2841 2 7 2 2 2 
2842 746 896 1556 1597 1656 
2843 529 612 147 7 12 
2845 0 0 0 0 0 
2847 2 12 2 2 2 
2848 1638 896 1671 36 31 
2849 536 614 174 9 19 
2850 744 899 169 0 4 
2851 16 14 1 1 6 
2852 6 11 6 6 6 
2853 1821 2041 3001 2891 2291 
2854 2114 2052 2132 2855 2300 
2856 12 10 2 2 2 
2857 3053 2053 1508 1583 3218 
2858 791 936 21 2 6 
2859 1796 2026 2991 2901 2301 
2860 3055 2055 2340 1610 3250 
2861 0 3 0 0 0 
2862 1639 902 1677 32 32 
2864 3070 2050 1510 1585 3215 
2865 2 5 2 2 2 
2866 1806 2031 1 1 1 
2867 16 14 1 1 1 
2869 780 925 1510 1551 1610 
2871 0 0 0 0 0 
2872 3 11 8 18 8 
2873 1835 2040 30 30 20 
2874 3 3 3 3 3 
2875 790 935 1515 1551 1610 
2876 746 906 1 22 46 
2877 536 619 1674 4 19 
2878 1426 931 661 807 166 
2879 1818 2033 2983 2863 2268 
2880 4 4 4 4 4 
2881 13 16 3 3 3 
2882 1807 2037 2992 2897 2297 
2883 540 623 213 3 3 
2884 2124 2044 3001 2901 2301 
2886 543 626 1 26 21 
2887 1799 927 1612 12 7 
2888 2747 2072 2662 1802 3397 
2889 547 630 615 1765 1810 
2890 550 633 233 18 13 
2891 555 648 3 38 23 
2892 0 0 0 0 5 
2893 2085 2040 2992 2867 2272 
2895 550 643 1673 13 13 
2896 5 5 5 0 0 
2898 11 9 16 16 6 
2900 1848 2043 3008 2903 2273 
2901 3111 2061 1511 1566 3206 
2902 1866 2051 2031 41 46 
2904 0 0 0 0 0 
2905 1879 2059 2069 64 59 
2906 4 4 9 9 9 
2907 750 910 5 1 0 
2908 545 638 3 48 13 
2909 1826 2046 1906 1 1 
2910 5 5 5 5 0 
2912 757 917 1507 1548 1607 
2913 0 0 0 0 0 
2914 784 929 1504 1540 1599 
2915 794 934 184 20 9 
2916 2110 2055 3007 2892 2292 
2917 1 1 1 1 1 
2918 0 0 0 0 0 
2919 555 653 1663 3 18 
2921 3160 2080 3220 1570 3200 
2922 0 0 0 0 0 
2923 0 0 0 0 0 
2924 1 1 1 1 1 
2925 4 4 4 4 4 
2926 781 931 191 2 1 
2927 2060 2048 2073 2856 2261 
2928 540 628 243 3 3 
2929 3 4 10 3 3 
2930 6 9 1 1 1 
2931 543 631 1676 16 6 
2932 556 644 619 1709 1774 
2933 5 5 0 5 5 
2934 5 5 5 5 0 
2935 6 6 1 1 1 
2936 2799 2104 2679 1784 3384 
2937 1453 933 628 764 163 
2938 0 0 0 0 0 
2939 1821 2041 1 1 1 
2940 552 645 255 0 0 
2941 13 11 28 28 28 
2942 783 923 1503 1539 1598 
2943 0 0 0 0 0 
2944 2058 2071 2066 2859 2264 
2945 14 12 4 4 4 
2946 551 644 469 754 164 
2948 3100 2065 2285 1570 3210 
2949 793 948 8 4 3 
2950 13 11 3 3 3 
2951 559 642 2 27 2 
2952 17 15 32 32 32 
2953 2087 2047 2999 2869 2274 
2955 1462 942 617 753 167 
2956 1828 2048 1438 2873 2278 
2957 1470 950 650 926 475 
2958 0 0 0 0 0 
2960 1864 2079 924 9 4 
2961 795 945 45 6 10 
2962 2032 2089 2964 2854 2254 
2963 2781 2096 2651 1776 3366 
2964 1875 2090 2970 2855 2255 
2965 2036 2077 2044 2842 2252 
2966 0 0 0 0 0 
2967 555 638 3 13 3 
2968 1772 960 1580 60 45 
2970 2034 2091 2986 2861 2261 
2972 810 965 5 6 5 
2973 4 4 6 6 6 
2974 575 658 183 18 3 
2975 1825 2055 0 0 0 
2976 0 0 0 0 0 
2977 3 3 18 8 3 
2978 16 11 6 6 11 
2979 1917 2117 7 32 22 
2980 1833 2058 1458 2858 2258 
2981 565 658 1623 3 3 
2983 2028 2100 2975 2855 2255 
2984 559 642 507 892 457 
2985 808 968 18 4 3 
2987 556 649 649 1669 1759 
2988 576 664 4 4 4 
2989 6 6 1 11 11 
2990 2 2 2 2 2 
2991 2056 2057 2064 2857 2262 
2992 1479 974 649 880 454 
2993 799 929 34 0 4 
2994 1927 2147 927 22 7 
2995 567 642 2 2 2 
2996 1929 2134 4 29 19 
2997 6 6 1 1 1 
2998 2049 2071 2966 2861 2266 
3000 558 641 631 1686 1756 
3001 0 0 0 5 5 
3002 3190 2135 1475 1515 3145 
3003 3156 2111 2251 1536 3166 
3004 2049 2076 2971 2871 2266 
3005 593 701 1616 16 11 
3006 3 4 0 3 3 
3007 796 936 1 12 1 
3008 0 0 0 0 0 
3009 603 701 6 21 21 
3010 1865 2075 0 0 5 
3011 588 706 236 11 6 
3012 796 936 161 2 6 
3013 1927 2132 2972 2847 2242 
3014 1921 2131 2961 2841 2231 
3015 1493 988 648 864 473 
3016 554 637 1637 7 2 
3017 603 711 6 21 21 
3018 3179 2124 2259 1529 3159 
3019 6 7 3 1 1 
3020 0 0 0 0 0 
3021 803 958 193 9 3 
3022 817 962 207 13 7 
3023 2844 2139 2649 1744 3354 
3024 7 8 4 2 2 
3026 1928 2138 1503 2843 2238 
3027 3177 2137 2272 1527 3162 
3028 1935 2150 2075 30 15 
3029 14 14 4 14 14 
3030 1864 2079 1519 2844 2254 
3031 0 0 0 0 0 
3032 1738 1011 1556 76 56 
3033 1940 2150 2090 30 15 
3034 0 0 0 0 0 
3035 1865 2080 2000 5 5 
3036 1870 2085 0 10 0 
3038 1468 978 603 869 428 
3039 792 947 2 3 7 
3040 797 952 1462 1493 1552 
3044 603 711 1596 16 16 
3046 0 0 0 0 0 
3047 3204 2184 3154 1504 3139 
3048 793 948 3 44 3 
3050 842 1012 12 23 12 
3051 4 4 4 4 4 
3052 1942 2172 2137 27 22 
3053 1888 2108 918 18 3 
3054 580 678 653 1658 1748 
3055 3185 2130 3160 1520 3150 
3056 592 705 530 845 445 
3057 1893 2108 2043 8 3 
3058 594 707 687 1627 1717 
3059 580 683 523 858 438 
3060 1900 2115 930 15 5 
3061 1964 2189 994 9 4 
3062 1907 2117 2 17 7 
3063 1931 2161 1491 2826 2216 
3064 594 712 237 7 7 
3065 585 688 683 1653 1743 
3066 0 0 0 0 0 
3067 817 982 187 3 2 
3068 588 691 186 1 1 
3069 3194 2154 3159 1519 3149 
3070 1778 956 1576 46 6 
3071 1936 2161 961 36 11 
3072 1911 2121 1 16 6 
3073 0 0 0 0 0 
3074 0 0 0 0 0 
3075 816 981 211 2 1 
3077 1918 2128 938 18 8 
3078 1947 2167 1507 2827 2212 
3079 1957 2177 987 37 17 
3080 1960 2185 1005 40 25 
3081 596 709 244 4 4 
3082 606 729 1574 4 4 
3083 591 714 204 24 9 
3084 3204 2189 1454 1509 3144 
3085 600 713 708 1613 1708 
3086 615 748 1583 13 23 
3088 607 720 755 1620 1715 
3089 2 2 2 2 2 
3090 3187 2217 3137 1497 3122 
3091 6 6 1 1 1 
3092 856 1021 6 2 1 
3093 4 4 4 4 4 
3094 3 3 3 3 3 
3095 628 721 771 1621 1716 
3096 3189 2219 3144 1504 3124 
3097 808 963 3 34 28 
3098 12 12 17 12 12 
3099 1968 2198 3 13 8 
3100 1956 2186 2921 2806 2196 
3102 2992 2242 2632 1692 3292 
3103 860 1020 235 16 20 
3104 866 1026 41 17 16 
3105 3 3 3 3 3 
3106 7 7 7 7 7 
3107 653 756 6 51 71 
3108 632 745 255 20 20 
3109 1983 2208 2928 2808 2198 
3110 3194 2184 3139 1509 3139 
3111 1957 2187 2937 2817 2207 
3112 6 6 1 1 1 
3113 642 765 280 15 20 
3115 8 8 13 13 13 
3116 10 10 0 0 0 
3117 1752 970 1560 50 40 
3118 1922 2142 2 12 2 
3120 649 787 312 12 17 
3121 7 7 2 2 2 
3122 631 744 799 1614 1709 
3123 640 748 263 18 23 
3124 2922 2222 2612 1687 3297 
3125 0 0 0 0 0 
3126 3180 2235 1430 1490 3110 
3127 6 6 6 6 6 
3128 1994 2194 2944 2819 2209 
3129 3181 2251 3141 1506 3116 
3130 1922 2157 2047 17 2 
3131 1634 1024 689 805 404 
3132 0 0 0 0 0 
3133 677 770 540 805 525 
3134 686 779 339 29 29 
3135 3188 2203 3138 1493 3123 
3136 868 1028 238 4 8 
3137 819 989 4 15 14 
3138 1992 2227 2942 2812 2197 
3139 2934 2224 2619 1689 3289 
3140 0 0 0 0 0 
3141 1939 2164 2099 24 14 
3142 1993 2213 2943 2813 2203 
3143 695 783 353 48 38 
3144 5 5 0 0 0 
3145 1960 2181 1958 2831 2216 
3147 1680 1023 1513 48 43 
3148 2001 2246 2181 1 1 
3149 2 2 2 2 2 
3150 686 804 384 49 49 
3151 8 8 3 3 3 
3153 607 735 1580 10 15 
3154 612 740 0 5 10 
3155 2017 2257 22 27 32 
3156 1728 1001 1546 46 41 
3157 1733 1006 1551 66 51 
